"puntoVenta,importe,cantidad,temperatura"
"4","289027","5466","12"
"21","412079","5160","32"
"8","734789","3955","13"
"20","739578","1720","46"
"17","529974","1560","42"
"1","408759","2","24"
"10","155430","8919","23"
"12","799090","8422","44"
"21","207797","4998","31"
"11","684437","6612","4"
"16","398412","4036","45"
"5","708207","4622","-12"
"7","634965","1321","2"
"5","984269","4672","10"
"17","545249","414","3"
"15","401451","6169","-11"
"19","518001","2087","10"
"14","954791","8506","6"
"23","648236","5084","38"
"8","996078","1534","28"
"13","438501","32","40"
"23","289519","6131","26"
"16","18885","2869","34"
"9","317407","7482","35"
"4","612797","9050","9"
"7","808694","8929","37"
"2","169870","7991","-12"
"19","680081","1163","45"
"22","320507","344","10"
"20","316594","3282","26"
"6","241972","8811","-2"
"4","99314","6468","9"
"4","878337","1158","13"
"6","799577","5654","10"
"5","678756","2953","49"
"9","954301","2749","7"
"8","433763","3872","30"
"9","90800","7100","0"
"10","124378","5077","-6"
"7","704578","2491","23"
"9","279853","2970","8"
"17","570428","4374","30"
"5","970201","7959","-11"
"17","297711","1902","34"
"21","705655","177","-9"
"8","742500","8063","41"
"19","533953","8104","25"
"23","815879","6252","11"
"4","935523","3777","-11"
"17","316135","3643","47"
"9","300513","1919","-14"
"22","873440","9237","50"
"18","651438","7278","39"
"5","321068","5309","-3"
"21","381822","1750","13"
"15","500760","5784","6"
"23","570900","8114","16"
"18","161414","8708","-7"
"19","780249","1581","25"
"18","143407","8110","50"
"12","876269","3924","13"
"21","332385","7452","44"
"4","108231","3456","-11"
"11","402019","6377","22"
"2","862945","9585","26"
"11","256289","1390","22"
"16","553789","4802","8"
"9","569602","560","-6"
"6","660701","7700","41"
"3","350245","5129","9"
"10","487285","9312","-13"
"8","641175","727","49"
"1","355859","5926","5"
"13","728429","3080","38"
"4","882160","8423","-10"
"23","715736","6761","48"
"20","958937","5154","36"
"4","590875","7955","5"
"22","469709","8227","23"
"3","970963","8316","47"
"1","823443","7482","20"
"8","767713","7335","0"
"18","761755","5046","1"
"9","73993","4712","-4"
"23","72417","5745","15"
"22","184318","3578","34"
"22","921978","1661","-3"
"20","866897","3167","46"
"14","58466","6792","-4"
"15","120789","628","18"
"5","835060","833","9"
"5","253606","9680","33"
"12","14114","8741","14"
"22","700115","2860","0"
"7","150626","8807","40"
"19","884563","4714","27"
"17","140432","6806","21"
"1","545207","6510","10"
"3","241113","6923","36"
"19","464575","7116","31"
"5","977646","5004","-15"
"8","366196","515","26"
"6","96142","5605","22"
"12","286705","5680","23"
"13","142641","2787","11"
"3","95211","2694","-12"
"23","863180","65","-2"
"14","947612","4995","18"
"10","413259","6785","50"
"7","975830","4674","12"
"22","547670","8488","25"
"9","666765","1069","29"
"3","626875","3464","32"
"12","444555","1430","-6"
"11","477947","5364","17"
"18","531740","4123","32"
"6","259674","6678","-15"
"16","691114","5169","31"
"22","517028","635","5"
"4","971129","3936","9"
"22","756321","4102","23"
"15","416355","7400","-8"
"15","955102","4715","-14"
"19","230648","2081","14"
"2","129361","2597","23"
"16","315819","1498","-9"
"2","172280","5392","27"
"18","400805","3423","9"
"16","995382","6843","18"
"23","463685","2230","-12"
"13","962601","7600","-14"
"11","287822","6564","34"
"8","173416","1373","41"
"18","886690","4026","42"
"3","837663","9341","14"
"20","108558","3978","-15"
"8","663269","8198","15"
"13","703160","8785","50"
"8","263896","5862","34"
"19","354852","5179","-12"
"20","807633","8198","-2"
"22","828248","4539","-14"
"8","660679","7762","24"
"12","658470","7123","47"
"2","813112","2845","17"
"16","133263","4422","19"
"15","673494","9961","47"
"5","310249","9023","2"
"7","510963","2649","33"
"12","256579","32","24"
"11","472225","5656","48"
"1","194567","2719","-14"
"7","751860","7735","28"
"9","389318","871","49"
"15","881053","1910","-8"
"14","567252","1725","19"
"16","623352","8537","38"
"12","377004","8339","-7"
"2","919655","8349","41"
"4","90122","3075","14"
"8","836770","8644","43"
"17","217382","6960","34"
"14","616256","4503","31"
"6","517932","9684","39"
"6","631285","6074","8"
"22","327238","5280","-2"
"7","992576","3143","27"
"4","908990","8782","-2"
"10","496722","7725","16"
"13","255998","8672","47"
"21","664086","4778","16"
"6","221193","6385","-15"
"1","634279","4093","39"
"12","894113","7192","47"
"19","801437","2439","1"
"9","454711","998","42"
"17","332425","7134","23"
"6","669836","5922","47"
"1","581354","3516","25"
"9","922618","2580","-14"
"3","2406","3394","4"
"19","563282","6384","26"
"6","609836","4964","30"
"2","536509","262","27"
"3","382997","9205","48"
"15","802444","4853","14"
"22","660116","2103","16"
"13","723198","3115","18"
"14","430351","1423","-1"
"17","154635","9235","32"
"2","577767","6121","39"
"3","324302","3476","11"
"21","579038","1480","16"
"3","218378","6714","-1"
"10","945319","2174","42"
"17","133373","7215","0"
"22","824454","4941","50"
"11","179454","5076","-10"
"13","886229","792","-6"
"19","871849","4982","19"
"3","976810","2092","-6"
"12","703024","9703","0"
"19","279358","2751","10"
"12","601944","5082","45"
"7","830176","1926","5"
"15","805293","8639","0"
"5","757685","8671","-2"
"22","8184","9091","11"
"3","296945","982","12"
"11","950716","9467","31"
"16","378685","1099","49"
"6","564945","8105","19"
"21","930824","2400","-8"
"17","428006","5468","38"
"20","279208","8594","41"
"11","570442","7380","21"
"12","267731","7948","31"
"14","360054","2733","-3"
"3","347828","9633","5"
"7","343016","5540","27"
"3","48793","7770","29"
"10","471626","6621","-9"
"22","60542","3421","50"
"2","655520","7318","32"
"12","309012","1476","38"
"12","580826","8357","-12"
"13","641688","173","47"
"13","707732","5016","37"
"11","454531","9896","33"
"2","666435","4529","15"
"18","48369","3254","18"
"3","51592","4789","19"
"12","387059","977","32"
"4","476295","9864","10"
"3","914469","5335","42"
"12","934444","1947","35"
"18","20875","2966","-15"
"17","680912","401","10"
"16","149011","6229","21"
"11","341036","2993","23"
"18","894147","4887","1"
"9","236975","8538","30"
"9","532229","6662","0"
"19","357893","7902","20"
"20","594250","7453","47"
"10","291703","442","-3"
"12","505682","8304","13"
"2","24092","1498","50"
"7","651424","2759","-10"
"19","550282","2917","50"
"1","473928","2035","18"
"8","484816","8223","45"
"6","758135","4819","32"
"23","446571","1448","-12"
"12","744605","2985","14"
"13","494902","8507","17"
"19","767950","6986","-7"
"23","228483","3635","20"
"7","878697","357","4"
"2","409589","5301","3"
"3","77785","6506","13"
"1","140447","8078","12"
"22","589138","1735","-15"
"15","891344","1975","-8"
"14","765516","4414","14"
"1","537666","5380","32"
"13","824428","6109","30"
"21","132602","1670","2"
"21","92450","7258","6"
"10","589333","5858","12"
"22","287664","2810","37"
"13","907518","7512","31"
"21","201688","4602","38"
"17","442946","4546","21"
"20","925026","1322","-13"
"14","29317","3877","10"
"20","518989","5497","-8"
"1","501795","9009","23"
"15","261615","2196","26"
"18","11305","269","13"
"17","565730","577","34"
"14","973883","9083","-13"
"22","282810","8336","46"
"3","833549","2883","14"
"6","810630","161","46"
"16","181701","2984","37"
"13","672631","3721","29"
"7","25976","200","41"
"4","487018","9242","-13"
"15","251557","5525","10"
"13","493521","1241","23"
"15","567890","5676","-3"
"19","55813","3460","18"
"16","483785","5810","29"
"3","807537","557","40"
"7","103870","4206","15"
"9","359917","2616","-1"
"11","789358","6232","6"
"22","738932","1012","46"
"5","976101","7390","3"
"23","970001","6720","-9"
"5","692908","7748","46"
"19","478161","4573","-3"
"2","573084","5584","-3"
"7","221711","9969","-3"
"8","402158","6448","-15"
"18","381643","3355","4"
"19","690223","9962","-1"
"19","602907","2143","29"
"1","15382","6826","-13"
"6","34146","7694","37"
"1","545886","8526","25"
"8","691114","5108","13"
"4","55652","2459","0"
"23","942666","9271","21"
"20","886200","8198","-13"
"17","173349","9416","-6"
"9","424792","3558","-15"
"16","657459","7800","-3"
"21","424775","1886","41"
"5","249806","9724","13"
"14","654273","4084","12"
"8","741162","716","-3"
"23","481098","1234","45"
"18","307205","4981","45"
"11","809633","5811","-11"
"13","650210","3624","41"
"17","834586","7511","50"
"21","400487","3686","-4"
"6","208754","7934","12"
"5","725525","1297","1"
"8","259604","6568","10"
"3","544366","3564","45"
"9","327212","1337","23"
"15","72377","1226","15"
"23","49185","6761","37"
"17","139582","4006","30"
"23","935156","716","16"
"1","843396","127","2"
"11","655244","5983","38"
"20","965754","9698","1"
"16","172939","2335","39"
"9","728852","8626","-7"
"7","305176","8285","27"
"9","887618","8604","6"
"11","742758","8769","26"
"1","535095","1877","49"
"4","917703","4486","40"
"5","906076","4394","46"
"13","318990","4789","24"
"9","942614","5347","-1"
"19","436205","8193","-12"
"13","617608","7290","0"
"1","355092","4509","44"
"22","673343","343","-8"
"2","350604","3153","14"
"14","920956","8078","25"
"11","222542","118","-12"
"11","611709","7178","-7"
"20","628049","9403","-5"
"22","654160","7669","-10"
"2","966436","6462","17"
"20","519522","4799","31"
"17","565972","3848","26"
"18","538424","3920","-11"
"15","405439","3229","49"
"19","614789","4581","0"
"4","306667","8144","-13"
"18","513790","3917","-5"
"18","141518","81","33"
"11","786562","4366","-2"
"14","397786","6954","8"
"15","227524","8080","41"
"16","479595","2954","7"
"13","173208","2552","-3"
"17","465451","6182","12"
"18","164473","9371","32"
"7","326940","491","45"
"15","449473","2075","1"
"5","932866","9238","-10"
"5","954028","4419","-12"
"5","307712","9971","30"
"23","947450","3593","-11"
"9","690512","1632","25"
"15","687834","5218","12"
"17","610798","4259","26"
"20","657613","4292","-4"
"1","838827","1174","10"
"5","372788","8639","44"
"5","363382","3687","29"
"2","712900","8084","27"
"10","840161","1169","33"
"8","676014","2169","47"
"5","212765","109","17"
"15","353135","7792","30"
"16","677196","7380","32"
"3","983828","1476","33"
"20","484507","9207","28"
"5","491066","1568","35"
"4","245310","312","16"
"2","486968","8095","33"
"16","288535","9336","6"
"12","673566","7172","31"
"13","341995","6556","14"
"11","934299","2439","19"
"17","317094","3258","49"
"16","481724","2491","2"
"21","538548","9223","14"
"19","175062","177","-15"
"4","849030","6596","40"
"6","349866","146","40"
"4","595762","5046","31"
"6","186572","1235","20"
"8","660845","2581","-10"
"7","84224","6686","35"
"21","724806","1289","21"
"8","746927","4705","25"
"22","443789","6250","12"
"9","958159","8852","25"
"12","274668","3514","46"
"16","728506","37","31"
"9","748289","2618","-11"
"4","440235","8633","4"
"3","517522","2062","-2"
"11","770750","6195","14"
"14","577392","4239","40"
"16","159633","2579","42"
"3","263816","5887","15"
"17","739466","3290","23"
"16","423192","8976","23"
"17","835299","2858","-12"
"22","881480","4470","13"
"20","556547","5227","-14"
"11","926085","9327","17"
"22","765716","4549","12"
"19","316034","9001","11"
"21","547788","2673","1"
"17","718140","2761","-13"
"1","223058","8330","-7"
"4","337695","6498","1"
"11","402532","5194","33"
"17","251888","6208","-1"
"21","526958","8048","26"
"7","930197","6122","-10"
"8","250721","7737","-9"
"3","666826","9404","40"
"7","993200","8963","27"
"9","57925","4395","42"
"6","825718","4966","37"
"5","547448","2090","-2"
"4","804834","3166","20"
"15","256600","6190","8"
"11","589026","4482","4"
"11","936380","2614","1"
"14","774021","6753","29"
"5","660316","1709","35"
"23","335893","549","-14"
"19","28693","6372","31"
"8","189333","7302","23"
"7","618407","7050","37"
"2","799007","7909","-13"
"17","553073","4485","42"
"22","139044","3367","50"
"11","951781","3887","4"
"22","198861","844","45"
"17","779853","8672","30"
"7","655313","5231","44"
"1","182360","4464","-8"
"23","163279","4000","36"
"6","284588","7122","-11"
"14","360232","8322","23"
"3","802301","3458","-4"
"2","345646","1726","45"
"14","929107","6177","-3"
"12","915360","2946","-4"
"5","42180","4436","24"
"14","927047","4422","40"
"5","668488","2572","22"
"17","798229","8497","41"
"8","45503","8621","39"
"6","163871","7288","37"
"22","646189","3980","20"
"8","543346","3398","50"
"5","895715","441","35"
"10","137551","8234","19"
"9","70053","9132","43"
"12","438243","9182","47"
"12","642447","7955","-15"
"4","790918","7046","-10"
"21","801618","2693","35"
"13","150858","7193","35"
"3","285408","9942","43"
"7","168949","5322","30"
"1","465987","52","6"
"4","714015","2399","46"
"5","663919","2505","31"
"6","95287","6540","-5"
"3","217496","4498","14"
"21","11706","1124","12"
"18","769700","6658","-13"
"14","224960","1482","35"
"18","779267","3683","17"
"21","602847","7541","38"
"8","32949","4138","-2"
"5","909895","3701","-2"
"20","662886","8277","0"
"9","220233","3262","43"
"2","810030","4301","48"
"17","572332","5097","24"
"21","691901","8061","13"
"16","109643","8053","-2"
"20","467129","2108","50"
"15","758771","5209","49"
"23","131792","1284","23"
"11","800213","8119","-2"
"7","810471","7557","10"
"23","993317","3110","15"
"22","585648","3734","-3"
"11","37435","4218","-8"
"22","701815","8723","47"
"13","459108","973","24"
"21","402570","5490","28"
"22","195237","4693","5"
"2","297212","8850","-4"
"7","512407","5339","14"
"11","725632","6952","26"
"22","436948","5137","-3"
"18","707849","676","16"
"16","42966","2021","20"
"22","643920","3214","49"
"4","920774","9181","9"
"21","153817","2647","31"
"2","927367","1537","29"
"11","803218","7312","8"
"5","762799","4765","33"
"9","410372","4041","27"
"2","658461","4886","17"
"2","490552","7568","42"
"4","795970","1179","18"
"4","179387","4888","-12"
"12","269550","9136","-8"
"3","7311","7041","48"
"6","19669","7411","-12"
"18","343214","6597","42"
"22","138921","9715","15"
"8","846141","8748","5"
"3","374165","546","7"
"18","848873","4095","36"
"20","874492","1016","35"
"16","61896","8578","30"
"13","742018","8371","10"
"21","651911","7721","33"
"12","270376","9633","24"
"1","348404","5938","20"
"20","737940","2247","27"
"16","801658","8706","-3"
"14","44398","4283","42"
"15","52475","3122","39"
"9","846483","1628","45"
"12","152750","541","4"
"8","740698","3603","4"
"23","565701","8051","38"
"14","438120","5406","-6"
"3","45040","5213","30"
"4","317123","4181","-6"
"16","790565","7476","13"
"19","889864","5239","16"
"1","466495","2589","34"
"14","806264","3191","-12"
"23","724969","7686","38"
"2","728413","4631","-2"
"18","228417","2535","7"
"14","951455","2648","26"
"5","62187","2716","42"
"8","933783","8965","49"
"1","539304","9515","11"
"21","766672","1275","8"
"21","958117","3945","44"
"1","153273","3542","36"
"11","470703","8462","-3"
"22","596671","4592","-2"
"10","574195","6625","10"
"23","719539","6284","45"
"23","184365","5405","2"
"18","982196","2721","34"
"1","331222","4061","42"
"8","367824","3764","5"
"19","246872","6956","-10"
"17","651530","8458","31"
"15","529163","9344","-10"
"18","25292","1569","38"
"3","465207","7725","33"
"4","945257","9543","19"
"15","162123","6902","23"
"12","475487","9698","46"
"17","882047","6513","36"
"13","552161","5570","26"
"23","374679","508","-7"
"16","224445","9561","9"
"3","566439","2943","28"
"21","302738","5160","12"
"18","770361","3176","15"
"19","493944","6674","33"
"10","874023","5825","31"
"12","606553","9225","8"
"18","302387","7524","13"
"16","249261","809","5"
"18","80649","6017","15"
"1","353396","3303","35"
"18","591581","2021","14"
"21","797995","739","9"
"4","189531","2730","37"
"19","820243","7201","34"
"13","539183","3024","-5"
"14","139165","537","11"
"5","577602","38","24"
"5","749093","5941","39"
"13","756575","5035","34"
"1","289162","3982","45"
"21","37600","665","3"
"3","303556","5055","50"
"12","682794","5051","29"
"17","810313","7775","25"
"1","866324","6407","-14"
